raw-pancreas-human-Baron.h5ad,raw-pancreas-mouse-Baron.h5ad
MMP2,Mmp2
SCX,Scx
ILDR1,Ildr1
C22orf15,Gm867
BOP1,Bop1
JPH4,Jph4
CHCHD10,Chchd10
SMYD2,Smyd2
ZC3H15,Zc3h15
ANKZF1,Ankzf1
CSAD,Csad
H2BC1,H2bc1
RASSF6,Rassf6
PPP1R18,Ppp1r18
H2AC1,H2ac1
PDCD6,Pdcd6
NUDT22,Nudt22
FRMD6,Frmd6
LOXL4,Loxl4
CPT2,Cpt2
TIMM10,Timm10
BCOR,Bcor
THSD1,Thsd1
MROH1,Mroh1
MFSD6L,Mfsd6l
CATSPERB,Catsperb
DPY30,Dpy30
OCEL1,Ocel1
FGD6,Fgd6
C5orf63,C330018D20Rik
ADSS1,Adssl1
MRPL24,Mrpl24
NRM,Nrm
OTUD7B,Otud7b
NR2F6,Nr2f6
LPCAT2,Lpcat2
PTH,Pth
AQP11,Aqp11
SNX3,Snx3
PLPBP,Plpbp
C7,C7
MNT,Mnt
AL354761.1,Gm13539
SELENOI,Selenoi
GLT6D1,Glt6d1
ATG9A,Atg9a
CCDC42,Ccdc42
PLCE1,Plce1
EI24,Ei24
R3HCC1L,R3hcc1l
HSPB8,Hspb8
CALCOCO2,Calcoco2
TRMO,Trmo
ADAM32,Adam32
IQCG,Iqcg
ISG20,Isg20
ENTPD5,Entpd5
PDE4D,Pde4d
NEB,Neb
PARK7,Park7
DUSP23,Dusp23
EPHA2,Epha2
GRIN2C,Grin2c
SRRM4,Srrm4
POLR1H,Znrd1
ISG20L2,Isg20l2
FAM13C,Fam13c
LRCH3,Lrch3
CRP,Crp
SEC31A,Sec31a
RRNAD1,Rrnad1
PLCL2,Plcl2
MRPL41,Mrpl41
SNX21,Snx21
DPH7,Dph7
CAPNS2,Capns2
APCS,Apcs
ACOT8,Acot8
DHRS2,Dhrs2
TNR,Tnr
AK3,Ak3
SLC7A10,Slc7a10
ACADS,Acads
WSB1,Wsb1
HYI,Hyi
OR10J5,Olfr16
PARVA,Parva
CDC37L1,Cdc37l1
SCYL3,Scyl3
KY,Ky
MIER2,Mier2
PDHX,Pdhx
SH2D3C,Sh2d3c
PNCK,Pnck
UNC119B,Unc119b
RBKS,Rbks
SZT2,Szt2
CWC15,Cwc15
DIXDC1,Dixdc1
LRP3,Lrp3
ANKRD10,Ankrd10
ANAPC13,Anapc13
CDC45,Cdc45
BABAM2,Babam2
PHYHIPL,Phyhipl
RAB14,Rab14
CENPL,Cenpl
GLB1L,Glb1l
ATP7A,Atp7a
AFAP1L1,Afap1l1
PLK1,Plk1
CEP63,Cep63
RREB1,Rreb1
ONECUT2,Onecut2
TTLL6,Ttll6
TIRAP,Tirap
MTHFD2,Mthfd2
TMEM268,Tmem268
POLR3A,Polr3a
PACRG,Pacrg
ARHGAP23,Arhgap23
MYPN,Mypn
C1orf112,BC055324
RANBP1,Ranbp1
FAM131C,Fam131c
CD226,Cd226
RCC1,Rcc1
MRPS9,Mrps9
ZNF236,Zfp236
CRHR2,Crhr2
PLEKHS1,Plekhs1
OXSM,Oxsm
TRPT1,Trpt1
C3AR1,C3ar1
HDAC6,Hdac6
UMODL1,Umodl1
SCRG1,Scrg1
MOB4,Mob4
ATXN7L3B,Atxn7l3b
FERMT3,Fermt3
PRKG2,Prkg2
NGLY1,Ngly1
ERN2,Ern2
UHMK1,Uhmk1
IFT81,Ift81
HERC4,Herc4
MARCHF6,Marchf6
UFD1,Ufd1
TRIM32,Trim32
RARA,Rara
TYSND1,Tysnd1
PFKL,Pfkl
CLMN,Clmn
FOXRED1,Foxred1
ISM1,Ism1
DIP2B,Dip2b
ASTN2,Astn2
CCDC171,Ccdc171
SCGN,Scgn
LMLN,Lmln
SEC22B,Sec22b
ABCA12,Abca12
PANX3,Panx3
APIP,Apip
USHBP1,Ushbp1
CDH18,Cdh18
HM13,H13
UVRAG,Uvrag
RPL35A,Rpl35a
RCOR1,Rcor1
ARMH4,Armh4
C1QA,C1qa
ATP9A,Atp9a
PAK1,Pak1
CNGA3,Cnga3
ITPRIP,Itprip
SIVA1,Siva1
MAPKAPK3,Mapkapk3
GSTO1,Gsto1
PPP1R12A,Ppp1r12a
PKIB,Pkib
TBC1D5,Tbc1d5
HOPX,Hopx
TERF2,Terf2
ITGB6,Itgb6
ZNF692,Zfp692
LIMK1,Limk1
IGF2BP2,Igf2bp2
OR52E4,Olfr677
CFAP43,Cfap43
EPHA8,Epha8
MCCC2,Mccc2
ZNF691,Zfp691
NOTCH2,Notch2
ZNF672,Zfp672
GFOD1,Gfod1
SRPRA,Srpr
TEAD1,Tead1
SFSWAP,Sfswap
ERCC2,Ercc2
FAM189A1,Fam189a1
RAPGEF5,Rapgef5
PHLDB2,Phldb2
PPP2CA,Ppp2ca
OR52E5,Olfr678
JAKMIP1,Jakmip1
DOK6,Dok6
SAP30,Sap30
PLBD1,Plbd1
CISH,Cish
SLC1A7,Slc1a7
ACTR10,Actr10
FAM118B,Fam118b
MOB1A,Mob1a
GCG,Gcg
AP3D1,Ap3d1
ZC3H12B,Zc3h12b
PSMC3,Psmc3
HEMK1,Hemk1
SUDS3,Suds3
SLC31A1,Slc31a1
GSTO2,Gsto2
ENDOV,Endov
FDFT1,Fdft1
NWD1,Nwd1
H1-8,H1f8
CARD6,Card6
ST3GAL5,St3gal5
CDC26,Cdc26
GLO1,Glo1
MRPL33,Mrpl33
C3orf18,6430571L13Rik
CTSB,Ctsb
GPR107,Gpr107
C17orf64,1700125H20Rik
SETD6,Setd6
HOXB13,Hoxb13
CFAP61,Cfap61
C2orf16,4932415D10Rik
ITGB7,Itgb7
NECAP1,Necap1
GEMIN2,Gemin2
C4orf50,Gm1043
OR4P4,Olfr1192-ps1
SDAD1,Sdad1
API5,Api5
STK32A,Stk32a
SPAST,Spast
TOGARAM1,Togaram1
ACAN,Acan
CHP2,Chp2
MRTFB,Mrtfb
MLEC,Mlec
TAMM41,Tamm41
PHF21A,Phf21a
ABLIM3,Ablim3
RELT,Relt
TRAF3,Traf3
NDUFS1,Ndufs1
RARG,Rarg
PLCXD2,Plcxd2
TRHDE,Trhde
CCDC141,Ccdc141
KLHL41,Klhl41
TTC17,Ttc17
NOC3L,Noc3l
PABPC4L,Pabpc4l
GPR45,Gpr45
FAM151A,Fam151a
ERF,Erf
DNAH8,Dnah8
KLC3,Klc3
CNNM3,Cnnm3
CATIP,Catip
LCN9,Lcn9
RPL37,Rpl37
HMGB2,Hmgb2
FAM76A,Fam76a
ZDHHC13,Zdhhc13
TRAPPC6B,Trappc6b
ABCA3,Abca3
ACOT11,Acot11
GUCY2C,Gucy2c
TASP1,Tasp1
FCER1A,Fcer1a
SLC39A13,Slc39a13
PLK5,Plk5
PCNT,Pcnt
CRNKL1,Crnkl1
PITPNM3,Pitpnm3
SOHLH1,Sohlh1
SLC37A4,Slc37a4
APPBP2,Appbp2
HAPLN3,Hapln3
KIAA2026,9930021J03Rik
HEMGN,Hemgn
KHDRBS2,Khdrbs2
CEL,Cel
GRK6,Grk6
TEX48,Tex48
MTMR11,Mtmr11
AC021072.1,Gm9918
GPR176,Gpr176
PLA2G6,Pla2g6
MFSD5,Mfsd5
PROB1,Prob1
FSIP1,Fsip1
ADGRL2,Adgrl2
SGSM2,Sgsm2
SCFD1,Scfd1
ZNRF1,Znrf1
CD6,Cd6
ZNF2,Zfp661
RCL1,Rcl1
CXCL6,Cxcl5
GTF3C5,Gtf3c5
KCNJ8,Kcnj8
AMOTL2,Amotl2
PPBP,Ppbp
ALDH6A1,Aldh6a1
GRID2,Grid2
NCMAP,Ncmap
CACNA2D2,Cacna2d2
ZFAND6,Zfand6
SIKE1,Sike1
SUMO3,Sumo3
MZB1,Mzb1
PPL,Ppl
KIF13A,Kif13a
AGO2,Ago2
SF3B4,Sf3b4
RANBP6,Ranbp6
MFSD12,Mfsd12
BBOF1,Bbof1
DRC1,Drc1
POLR2I,Polr2i
PAWR,Pawr
CADM3,Cadm3
IL31,Il31
PTGES3L,Ptges3l
FZR1,Fzr1
CHRAC1,Chrac1
MRPL12,Mrpl12
LRRC43,Lrrc43
MINDY4,Mindy4
DCLRE1A,Dclre1a
CSRP3,Csrp3
AAK1,Aak1
HOXB9,Hoxb9
TBCB,Tbcb
ATIC,Atic
LNX1,Lnx1
UBE2G2,Ube2g2
RUNDC1,Rundc1
STIP1,Stip1
KLHL20,Klhl20
TIMM29,Timm29
FBXO36,Fbxo36
BBS2,Bbs2
YIPF2,Yipf2
MXD4,Mxd4
ITGA2,Itga2
VPREB3,Vpreb3
TGFBR3,Tgfbr3
ACKR1,Ackr1
AIM2,Aim2
AP000471.1,AC141477.1
TRIP12,Trip12
LDHD,Ldhd
SH3BP5L,Sh3bp5l
UROD,Urod
EEF1B2,Eef1b2
SPINK2,Spink2
HOXB8,Hoxb8
FOXK2,Foxk2
SIRT5,Sirt5
MT4,Mt4
SPIC,Spic
TBC1D12,Tbc1d12
NR2E1,Nr2e1
FLRT1,Flrt1
NDN,Ndn
MT3,Mt3
MACROD1,Macrod1
MKRN3,Mkrn3
MAGEL2,Magel2
CARM1,Carm1
THEG,Theg
C19orf71,4930404N11Rik
HOXB7,Hoxb7
SEC14L5,Sec14l5
ADAM30,Adam30
MAP7D3,Map7d3
PLXND1,Plxnd1
NHLRC2,Nhlrc2
OR4N5,Olfr722
ATOH8,Atoh8
RBFOX2,Rbfox2
ATF1,Atf1
SH3TC2,Sh3tc2
SLC43A1,Slc43a1
TADA3,Tada3
OR8B8,Olfr145
HOXB5,Hoxb5
NR1D2,Nr1d2
RBM19,Rbm19
GPNMB,Gpnmb
REG4,Reg4
SYN3,Syn3
OR8B4,Olfr878
RCCD1,Rccd1
HOXB6,Hoxb6
RNF144B,Rnf144b
INO80D,Ino80d
REST,Rest
OCRL,Ocrl
DHX16,Dhx16
ZFHX4,Zfhx4
TBC1D14,Tbc1d14
E2F8,E2f8
SOCS2,Socs2
AIFM2,Aifm2
ZC3H7A,Zc3h7a
CLASP1,Clasp1
AQP1,Aqp1
DNAH3,Dnah3
CRLS1,Crls1
FASTKD1,Fastkd1
SLIT3,Slit3
SVIP,Svip
SKP1,Skp1a
CYB5B,Cyb5b
TIMP3,Timp3
NOS1AP,Nos1ap
OTUB1,Otub1
RYK,Ryk
ZBTB40,Zbtb40
NAV2,Nav2
PRC1,Prc1
PODN,Podn
CXCL9,Cxcl9
TLR4,Tlr4
MT1X,Mt2
CLEC4A,Clec4a1
FAR1,Far1
DCUN1D3,Dcun1d3
MEGF10,Megf10
PRPF40A,Prpf40a
ADRB2,Adrb2
ZBTB8OS,Zbtb8os
CSF2,Csf2
UGT1A1,Ugt1a1
PARD3,Pard3
HTRA3,Htra3
ABCF3,Abcf3
LYRM1,Lyrm1
KCTD1,Kctd1
IL33,Il33
MACROH2A2,Macroh2a2
RAB3A,Rab3a
PRKN,Prkn
TGFBRAP1,Tgfbrap1
SCP2,Scp2
ARL1,Arl1
PGK1,Pgk1
TXNDC16,Txndc16
CIDEA,Cidea
HMGCS2,Hmgcs2
SPATA46,Spata46
HECA,Heca
ERMAP,Ermap
AL512785.2,Gm7694
IMPA2,Impa2
ZBTB8A,Zbtb8a
TMPRSS12,Tmprss12
MZF1,Mzf1
ADAM9,Adam9
DNAJC18,Dnajc18
DGAT2,Dgat2
TAF9B,Taf9b
PXK,Pxk
BTBD9,Btbd9
RFTN2,Rftn2
NR2C1,Nr2c1
SLC15A2,Slc15a2
GLUL,Glul
MPV17L2,Mpv17l2
BABAM1,Babam1
NPTX1,Nptx1
ZFP57,Zfp57
BIRC5,Birc5
SFTPB,Sftpb
GHRHR,Ghrhr
SMIM33,1700066B19Rik
C2CD4C,C2cd4c
CRYGC,Crygc
SLCO2A1,Slco2a1
IL3,Il3
ZNF516,Zfp516
OTX1,Otx1
ARRB2,Arrb2
SYNE3,Syne3
SGSM1,Sgsm1
TPD52L3,Trpd52l3
ESF1,Esf1
CRYGB,Crygb
HTR4,Htr4
AGTPBP1,Agtpbp1
CCDC179,1700015G11Rik
UBE2J1,Ube2j1
ADAMTS6,Adamts6
HELLS,Hells
COX8A,Cox8a
OVOL3,Ovol3
TMEM132A,Tmem132a
CHAD,Chad
ZFYVE28,Zfyve28
RNF5,Rnf5
ID4,Id4
ZFR2,Zfr2
ACSF2,Acsf2
ATOH1,Atoh1
SLC15A3,Slc15a3
BRINP1,Brinp1
MT1A,Mt1
PIWIL2,Piwil2
MYMX,Mymx
HIGD1C,Higd1c
ANP32B,Anp32b
TC2N,Tc2n
ANKRD39,Ankrd39
SERINC2,Serinc2
CCNA2,Ccna2
TCF7,Tcf7
EPB41L2,Epb41l2
ID1,Id1
GDPD4,Gdpd4
PTPN3,Ptpn3
TMEM82,Tmem82
RAB6B,Rab6b
TEX50,Tex50
SLC25A15,Slc25a15
PHGDH,Phgdh
H4C14,H4f16
LRIF1,Lrif1
SYN2,Syn2
ITGAV,Itgav
OR5K3,Olfr195
CRYGA,Cryga
CRMP1,Crmp1
SRPRB,Srprb
MMP17,Mmp17
H2AJ,H2aj
ARL10,Arl10
RBAK,Rbak
ZCCHC17,Zcchc17
ARPC4,Arpc4
SUN1,Sun1
NOL7,Nol7
DGKB,Dgkb
OR4K1,Olfr728
GPR137C,Gpr137c
TTC33,Ttc33
EXOSC9,Exosc9
CAPN11,Capn11
C2orf49,AI597479
MOGAT2,Mogat2
TF,Trf
GLP1R,Glp1r
FABP3,Fabp3
COCH,Coch
SALL4,Sall4
BRDT,Brdt
JAKMIP3,Jakmip3
RPL15,Rpl15
TXNDC17,Txndc17
NUP188,Nup188
METTL18,Mettl18
RANBP9,Ranbp9
LITAFD,Gm5767
RCN3,Rcn3
CABP1,Cabp1
CAVIN2,Cavin2
COX4I2,Cox4i2
MRPS18B,Mrps18b
TIMP4,Timp4
LUZP2,Luzp2
PTGER4,Ptger4
TJP1,Tjp1
NR1H2,Nr1h2
FADS6,Fads6
ADGRG4,Adgrg4
NKIRAS1,Nkiras1
SELE,Sele
HECTD3,Hectd3
KIAA0232,D5Ertd579e
MED8,Med8
PRKAA1,Prkaa1
FYTTD1,Fyttd1
UBE2E1,Ube2e1
TERB2,Terb2
GLRX5,Glrx5
AKT2,Akt2
FCGRT,Fcgrt
SLFN14,Slfn14
PRPF4,Prpf4
RAB34,Rab34
NRXN1,Nrxn1
ACMSD,Acmsd
MFGE8,Mfge8
SMCO3,Smco3
TNFSF15,Tnfsf15
CMBL,Cmbl
WDR45B,Wdr45b
EVC,Evc
SLC25A34,Slc25a34
C12orf60,BC049715
PDS5B,Pds5b
GCGR,Gcgr
RHBDL3,Rhbdl3
CHRNA7,Chrna7
AIFM3,Aifm3
TMEM39A,Tmem39a
FKBP4,Fkbp4
ATAT1,Atat1
MRPL13,Mrpl13
MED21,Med21
SP140,Sp100
SLC6A2,Slc6a2
GFI1B,Gfi1b
LHX5,Lhx5
PIDD1,Pidd1
TM7SF3,Tm7sf3
LPCAT1,Lpcat1
SYT1,Syt1
NOA1,Noa1
SLC11A2,Slc11a2
BRS3,Brs3
ADRB1,Adrb1
FBXO38,Fbxo38
MTBP,Mtbp
CD53,Cd53
APLN,Apln
CDCA7L,Cdca7l
SIN3B,Sin3b
OR52L1,Olfr685
RUBCN,Rubcn
MOG,Mog
C12orf73,1190007I07Rik
BCL2L1,Bcl2l1
TRIM14,Trim14
RNF183,Rnf183
DOLK,Dolk
JAK2,Jak2
RTN4RL2,Rtn4rl2
DNAH11,Dnah11
PHYHD1,Phyhd1
UHRF2,Uhrf2
ROS1,Ros1
WDR88,Wdr88
MTHFD2L,Mthfd2l
BOLA3,Bola3
MEX3D,Mex3d
CSDE1,Csde1
ARHGEF17,Arhgef17
CORO2A,Coro2a
ARID3A,Arid3a
FLRT2,Flrt2
AKT1,Akt1
MARS2,Mars2
PHACTR4,Phactr4
NUP210L,Nup210l
OLFML2B,Olfml2b
C1orf87,Gm12695
TPH2,Tph2
KLF3,Klf3
MIIP,Miip
NASP,Nasp
TTC16,Ttc16
ELOVL1,Elovl1
IFNAR1,Ifnar1
OTOP2,Otop2
ATP6AP1L,Atp6ap1l
KCNA3,Kcna3
PRKCB,Prkcb
NANS,Nans
RAB40B,Rab40b
LONP2,Lonp2
TNFSF8,Tnfsf8
PRPF39,Prpf39
ODF3L2,Odf3l2
USH1G,Ush1g
BOLL,Boll
CCDC89,Ccdc89
SESTD1,Sestd1
FECH,Fech
MRPS5,Mrps5
TMCC1,Tmcc1
MRPS31,Mrps31
EPHX4,Ephx4
GRIK4,Grik4
SLC43A3,Slc43a3
PYROXD2,Pyroxd2
MYBL1,Mybl1
PANK3,Pank3
CLGN,Clgn
FGR,Fgr
USP40,Usp40
FHL2,Fhl2
CDC20,Cdc20
CSF3R,Csf3r
DPYSL3,Dpysl3
AMOTL1,Amotl1
KCNA2,Kcna2
C6orf136,2310061I04Rik
MED31,Med31
TUBB6,Tubb6
TOPBP1,Topbp1
HOXB4,Hoxb4
HROB,Hrob
RPS27,Rps27
POP5,Pop5
HTATSF1,Htatsf1
USP39,Usp39
CDKN2C,Cdkn2c
C17orf100,4930563E22Rik
OTUD7A,Otud7a
FKBP3,Fkbp3
SVBP,Svbp
GALNT7,Galnt7
PNN,Pnn
CRABP2,Crabp2
AMN,Amn
MAL,Mal
SNORC,Snorc
SMG6,Smg6
LHX2,Lhx2
TOR2A,Tor2a
NDUFV3,Ndufv3
FAM171B,Fam171b
NABP1,Nabp1
MDM4,Mdm4
HOXB3,Hoxb3
C2orf68,0610030E20Rik
RNF10,Rnf10
NDUFAF5,Ndufaf5
SRCIN1,Srcin1
MAP6,Map6
AGPAT1,Agpat1
RIMBP2,Rimbp2
FAP,Fap
OTOP3,Otop3
ISG15,Isg15
ADGRA2,Adgra2
HOXB2,Hoxb2
BNC2,Bnc2
TULP1,Tulp1
ZNF345,Zfp11
NFU1,Nfu1
DENND10,Fam45a
TMEM273,Tmem273
INSL6,Insl6
SEPTIN14,Septin14
DGLUCY,Dglucy
TAOK3,Taok3
OR4K5,Olfr729
GATA1,Gata1
FABP7,Fabp7
MRPL42,Mrpl42
OR4K2,Olfr730
PRIM2,Prim2
ATF6,Atf6
GSN,Gsn
BTNL9,Btnl9
FAM170B,Fam170b
RANBP2,Ranbp2
ZSWIM3,Zswim3
LETMD1,Letmd1
POLR3D,Polr3d
ART4,Art4
NHLRC1,Nhlrc1
ZSWIM1,Zswim1
EGFL8,Egfl8
ZNF781,Zfp84
MYO10,Myo10
SPATA25,Spata25
EPGN,Epgn
TET3,Tet3
IDH1,Idh1
FN3KRP,Fn3krp
SRR,Srr
DGKD,Dgkd
SCOC,Scoc
C21orf58,2610028H24Rik
PKNOX1,Pknox1
NEIL2,Neil2
BRF2,Brf2
BSDC1,Bsdc1
GLOD5,Glod5
KCNA10,Kcna10
PEX12,Pex12
EREG,Ereg
RING1,Ring1
TSHZ1,Tshz1
YBEY,Ybey
ZNF697,Zfp697
PHYHIP,Phyhip
ZNF280B,Zfp280b
MCM3AP,Mcm3ap
SMIM19,Smim19
TPX2,Tpx2
ZADH2,Zadh2
LAS1L,Las1l
NFIA,Nfia
ADGRL4,Adgrl4
WRN,Wrn
PEX2,Pex2
RPS23,Rps23
WSCD2,Wscd2
MALL,Mall
SLC20A2,Slc20a2
AFG3L2,Afg3l2
DPYSL4,Dpysl4
MYH1,Myh1
SMPDL3A,Smpdl3a
AP2B1,Ap2b1
GPR68,Gpr68
C17orf75,5730455P16Rik
SLCO5A1,Slco5a1
CSRNP2,Csrnp2
PLA1A,Pla1a
LGALS3,Lgals3
DGAT1,Dgat1
NFAT5,Nfat5
UNC13B,Unc13b
ZFP30,Zfp30
CDV3,Cdv3
WDR18,Wdr18
ZFP64,Zfp64
FBLL1,Fbll1
ADPRH,Adprh
BRWD1,Brwd1
ARL6IP6,Arl6ip6
TMEM109,Tmem109
MALSU1,Malsu1
ATG10,Atg10
SPINK13,Spink13
B3GNT4,B3gnt4
SNRNP40,Snrnp40
IGF2BP3,Igf2bp3
ACAD9,Acad9
DIABLO,Diablo
RASGEF1B,Rasgef1b
CHRNE,Chrne
MRPS15,Mrps15
SPINK7,Spink7
MAGI1,Magi1
SREK1IP1,Srek1ip1
CREBZF,Crebzf
VDAC1,Vdac1
INSM1,Insm1
POLR1C,Polr1c
SELL,Sell
FAM131B,Fam131b
PROX1,Prox1
CWC27,Cwc27
TM2D2,Tm2d2
UBE2QL1,Ube2ql1
C17orf107,4930544D05Rik
FBLN5,Fbln5
LAPTM4B,Laptm4b
ZFP1,Zfp1
SETD5,Setd5
PERM1,Perm1
NAPSA,Napsa
TSR1,Tsr1
OSCP1,Oscp1
TMEM63B,Tmem63b
ASB16,Asb16
EIF2B3,Eif2b3
COL11A1,Col11a1
GLIPR1L2,Glipr1l2
SORD,Sord
ZBTB42,Zbtb42
CHML,Chml
PRELID3A,Prelid3a
OPN3,Opn3
NKAIN1,Nkain1
GALK1,Galk1
CCNT2,Ccnt2
SDSL,Sdsl
ELN,Eln
WDR62,Wdr62
SPON1,Spon1
CFAP99,Cfap99
PARN,Parn
CTSA,Ctsa
NDUFA12,Ndufa12
NES,Nes
UBXN6,Ubxn6
RNF4,Rnf4
ZNF407,Zfp407
TMEM150A,Tmem150a
PROCA1,Proca1
CD80,Cd80
NEIL1,Neil1
CLCN1,Clcn1
DYNC1I2,Dync1i2
VSTM4,Vstm4
CFAP58,Cfap58
ITGB4,Itgb4
AGPAT4,Agpat4
NAP1L5,Nap1l5
SLC2A2,Slc2a2
RPRM,Rprm
METTL6,Mettl6
C1QTNF5,C1qtnf5
FBXO33,Fbxo33
N4BP1,N4bp1
MRPL40,Mrpl40
LPP,Lpp
MADCAM1,Madcam1
CDC42BPB,Cdc42bpb
F5,F5
PTRH1,Ptrh1
TMEM108,Tmem108
TIMM17A,Timm17a
HIRA,Hira
CFAP157,Cfap157
ZNF12,Zfp12
CYSLTR1,Cysltr1
ZNF420,Zfp790
CHAF1A,Chaf1a
TMEM269,Tmem269
ARHGAP31,Arhgap31
LRRC59,Lrrc59
TOP2B,Top2b
PALB2,Palb2
POLR2B,Polr2b
OCIAD1,Ociad1
SELP,Selp
ZNF316,Zfp316
IFI44,Ifi44
CTXN3,Ctxn3
C1orf50,AU022252
PLGRKT,Plgrkt
USP2,Usp2
CCDC192,Ccdc192
SERPINH1,Serpinh1
EAF1,Eaf1
TPGS1,Tpgs1
KLHL17,Plekhn1
WDR64,Wdr64
PSMA3,Psma3
BFSP2,Bfsp2
GLDC,Gldc
NCK2,Nck2
MRPL27,Mrpl27
MILR1,Milr1
GP1BA,Gp1ba
PRRC1,Prrc1
RNPS1,Rnps1
LRIG3,Lrig3
LIN54,Lin54
ADSL,Adsl
SMARCC2,Smarcc2
MRPL14,Mrpl14
EME1,Eme1
XPNPEP2,Xpnpep2
TFCP2,Tfcp2
IGFBP7,Igfbp7
CMKLR1,Cmklr1
AREG,Areg
CXCL10,Cxcl10
DUSP12,Dusp12
SMARCAD1,Smarcad1
RRAS2,Rras2
NAGPA,Nagpa
SMARCA2,Smarca2
TSSK3,Tssk3
OSTM1,Ostm1
CXCL11,Cxcl11
ABHD2,Abhd2
AGL,Agl
ART3,Art3
GABRD,Gabrd
POLK,Polk
AHDC1,Ahdc1
RARB,Rarb
TMUB2,Tmub2
FN3K,Fn3k
TMC1,Tmc1
CCDC127,Ccdc127
ZSWIM2,Zswim2
CDK15,Cdk15
TBC1D15,Tbc1d15
PLXNA3,Plxna3
CHD3,Chd3
ECRG4,Ecrg4
WNK4,Wnk4
RPAP1,Rpap1
PLTP,Pltp
LRRC14B,Lrrc14b
EIF5A2,Eif5a2
PROK1,Prok1
MED18,Med18
ZNF791,Zfp791
SHISAL2B,Shisal2b
OR10K1,Olfr370
BTC,Btc
BDP1,Bdp1
MYH9,Myh9
CNTLN,Cntln
CCNF,Ccnf
EHF,Ehf
VGLL1,Vgll1
PLBD2,Plbd2
FAF1,Faf1
DGKZ,Dgkz
NDRG2,Ndrg2
MBL2,Mbl2
KLF13,Klf13
VDAC3,Vdac3
POLG2,Polg2
PNLDC1,Pnldc1
MED10,Med10
MGP,Mgp
CNOT1,Cnot1
CCDC138,Ccdc138
GRM4,Grm4
OR11L1,Olfr323
LAMTOR5,Lamtor5
WNT4,Wnt4
P2RY6,P2ry6
NYNRIN,Nynrin
PURG,Purg
SPIRE1,Spire1
AKR1A1,Akr1a1
MYLK2,Mylk2
POU6F1,Pou6f1
PRG3,Prg3
AC004556.3,Mrpl23
EMILIN3,Emilin3
ZNF169,Zfp169
TSPEAR,Tspear
CIC,Cic
CBLN3,Cbln3
NDUFB7,Ndufb7
SUV39H1,Suv39h1
ERP27,Erp27
MRPL57,Mrpl57
PRDM14,Prdm14
TSHZ2,Tshz2
OR52B2,Olfr691
ARSJ,Arsj
SDS,Sds
OR52W1,Olfr692
FCRLB,Fcrlb
SFXN4,Sfxn4
IFI44L,Ifi44l
CHD6,Chd6
P2RY2,P2ry2
DUOX2,Duox2
SLC6A3,Slc6a3
PARM1,Parm1
CD40LG,Cd40lg
BMP1,Bmp1
CDK5RAP2,Cdk5rap2
BLCAP,Blcap
COPB1,Copb1
C16orf89,AU021092
PLEKHA2,Plekha2
MED11,Med11
ARHGEF12,Arhgef12
EXO1,Exo1
NEURL2,Neurl2
PDHB,Pdhb
TMEM270,Tmem270
PPARG,Pparg
C11orf52,2310030G06Rik
ANGPTL7,Angptl7
CFAP74,Cfap74
SLC5A4,Slc5a4a
CLCN2,Clcn2
GPS2,Gps2
MTOR,Mtor
CACNG3,Cacng3
STK38L,Stk38l
NUP93,Nup93
CRYAB,Cryab
RAB23,Rab23
MFRP,Mfrp
CBLN1,Cbln1
RPL22L1,Rpl22l1
KHNYN,Khnyn
RGS7BP,Rgs7bp
ECI1,Eci1
BCAR1,Bcar1
ANKLE1,Ankle1
CREB3L4,Creb3l4
SORCS3,Sorcs3
RTL3,Rtl3
TMEM47,Tmem47
LMOD1,Lmod1
TRIM58,Trim58
SDR39U1,Sdr39u1
LPAR4,Lpar4
GATA4,Gata4
UBA5,Uba5
PLEKHM2,Plekhm2
CCDC186,Ccdc186
FOXS1,Foxs1
PTGFR,Ptgfr
PRDX3,Prdx3
ZDHHC20,Zdhhc20
FRRS1,Frrs1
PTCH2,Ptch2
FZD7,Fzd7
VWA5B2,Vwa5b2
SLC16A4,Slc16a4
SHISA4,Shisa4
TMEM126A,Tmem126a
KCNC3,Kcnc3
CLTB,Cltb
DMRTA2,Dmrta2
MXI1,Mxi1
COMMD4,Commd4
EXOSC10,Exosc10
CDC42,Cdc42
HTRA4,Htra4
BLK,Blk
DKK1,Dkk1
GRK5,Grk5
ATP23,Atp23
KL,Kl
ORC6,Orc6
ACKR4,Ackr4
HPGDS,Hpgds
ZNF385B,Zfp385b
CENATAC,Ccdc84
GFPT1,Gfpt1
F2RL3,F2rl3
MANBA,Manba
LIN52,Lin52
DUOXA2,Duoxa2
CLIP3,Clip3
SLC39A1,Slc39a1
DUSP15,Dusp15
AP4S1,Ap4s1
RPUSD3,Rpusd3
DUOXA1,Duoxa1
HDGFL2,Hdgfl2
FER,Fer
RPS11,Rps11
HSD17B8,H2-Ke6
VPS35,Vps35
CAPN8,Capn8
NEK6,Nek6
STRN3,Strn3
BECN1,Becn1
ZNF217,Zfp217
TIMMDC1,Timmdc1
TEX15,Tex15
RBMS1,Rbms1
CFDP1,Cfdp1
NR1I3,Nr1i3
TMEM170A,Tmem170
TPRG1,Tprg
P2RY10,P2ry10
MTDH,Mtdh
EEF1AKMT4,Eef1akmt4
EDAR,Edar
FCRLA,Fcrla
DKK4,Dkk4
UBE2E2,Ube2e2
KCTD6,Kctd6
TMEM126B,Tmem126b
VAMP5,Vamp5
